주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
154-1-000166,태암로4길인근,공영,노상,,대구광역시 북구 태전동 1043,25,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.92757107,128.5491776,2021-01-29,3450000,대구광역시 북구
154-1-000167,태암로5길인근,공영,노상,,대구광역시 북구 태전동 1026,33,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.92945364,128.551396,2021-01-29,3450000,대구광역시 북구
154-1-000168,태암로6길인근,공영,노상,,대구광역시 북구 태전동 1045,42,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.92732892,128.5497322,2021-01-29,3450000,대구광역시 북구
154-1-000169,팔거천서로35길인근,공영,노상,대구광역시 북구 팔거천서로 181,대구광역시 북구 읍내동 1351-2,35,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.94037563,128.5565536,2021-01-29,3450000,대구광역시 북구
154-1-000170,팔거천서로인근,공영,노상,,대구광역시 북구 태전동 1073-31,52,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시청,053-803-4882,35.92661052,128.5503013,2021-01-29,3450000,대구광역시 북구
154-1-000171,팔달로37길인근,공영,노상,,대구광역시 북구 노원동2가 1,27,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.88867297,128.5696997,2021-01-29,3450000,대구광역시 북구
154-1-000172,팔달로41길인근,공영,노상,,대구광역시 북구 노원동2가 1,90,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.88867297,128.5696997,2021-01-29,3450000,대구광역시 북구
154-1-000173,팔달북로2길인근,공영,노상,대구광역시 북구 팔달로 105,대구광역시 북구 노원동3가 252-3,21,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.8898311,128.5610742,2021-01-29,3450000,대구광역시 북구
154-1-000174,팔달북로3길인근,공영,노상,대구광역시 북구 팔달로 105,대구광역시 북구 노원동3가 252-3,68,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.8898311,128.5610742,2021-01-29,3450000,대구광역시 북구
417-4-000020,동네주차장,민영,노외,,경상남도 창원시 마산회원구 합성동 159-15,9,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,,,,,,,,경상남도 창원시 마산회원구청,,,,2020-09-07,5670000,경상남도 창원시
417-4-000021,메디컬주차장,민영,노외,,경상남도 창원시 마산회원구 합성동 160-6,23,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,,,,,,,,경상남도 창원시 마산회원구청,,,,2020-09-07,5670000,경상남도 창원시
417-4-000022,신흥주차장,민영,노외,,경상남도 창원시 마산회원구 합성동 161-28,7,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,,,,,,,,경상남도 창원시 마산회원구청,,35.24003944,128.5847921,2020-09-07,5670000,경상남도 창원시
417-4-000023,대형주차장,민영,노외,,경상남도 창원시 마산회원구 합성동 158-24,11,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,,,,,,,,경상남도 창원시 마산회원구청,,35.24150529,128.5861399,2020-09-07,5670000,경상남도 창원시
417-4-000024,현대주차장,민영,노외,,경상남도 창원시 마산회원구 합성동 265-2,18,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,,,,,,,,경상남도 창원시 마산회원구청,,35.2385519,128.5852639,2020-09-07,5670000,경상남도 창원시
417-4-000025,장미유료주차장,민영,노외,,경상남도 창원시 마산회원구 합성동 321-3,40,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,,,,,,,,경상남도 창원시 마산회원구청,,,,2020-09-07,5670000,경상남도 창원시
417-4-000026,nc주차장,민영,노외,,경상남도 창원시 마산회원구 합성동 722-7,74,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,,,,,,,,경상남도 창원시 마산회원구청,,,,2020-09-07,5670000,경상남도 창원시
418-1-000011,중원 화천동,공영,노상,경상남도 창원시 진해구 중원동로 75,경상남도 창원시 진해구 송학동 27-3,86,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,,,,현금,,경상남도 창원시청,055-548-4434,35.15128315,128.6614597,2020-09-02,5670000,경상남도 창원시
418-1-000003,중원로타리 ~ 남산초등교,공영,노상,경상남도 창원시 진해구 백구로 40,경상남도 창원시 진해구 통신동 1,66,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14908968,128.6602871,2020-09-02,5670000,경상남도 창원시
418-1-000002,중원로타리 ~ 신흥동apt,공영,노상,경상남도 창원시 진해구 벚꽃로 13,경상남도 창원시 진해구 창선동 4-8,5,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14880431,128.6582699,2020-09-02,5670000,경상남도 창원시
418-1-000014,석동사거리,공영,노상,경상남도 창원시 진해구 냉천로,경상남도 창원시 진해구 석동 274,42,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,,,,현금,,경상남도 창원시청,055-548-4434,35.151875,128.703527,2020-09-02,5670000,경상남도 창원시
418-1-000007,진해여중고 앞,공영,노상,경상남도 창원시 진해구 여좌남로 25,경상남도 창원시 진해구 여좌동 499,60,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15667015,128.6588444,2020-09-02,5670000,경상남도 창원시
418-1-000008,인사동해군아파트 (제황공원),공영,노상,경상남도 창원시 진해구 제황로 55,경상남도 창원시 진해구 인사동 3-1,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14940348,128.6669743,2020-09-02,5670000,경상남도 창원시
418-1-000004,구 시청 앞 ~ 인의동,공영,노상,경상남도 창원시 진해구 중원동로 27,경상남도 창원시 진해구 근화동 17-2,140,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14689179,128.6608497,2020-09-02,5670000,경상남도 창원시
418-1-000006,인본약국 앞,공영,노상,경상남도 창원시 진해구 중원로86번길 15,경상남도 창원시 진해구 화천동 33-2,62,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15186656,128.6615552,2020-09-02,5670000,경상남도 창원시
418-1-000009,복개천노상주차장,공영,노상,경상남도 창원시 진해구 중원서로 83,경상남도 창원시 진해구 송학동 7-2,127,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15161908,128.6585496,2020-09-02,5670000,경상남도 창원시
418-1-000012,진해루 노상주차장,공영,노상,경상남도 창원시 진해구 진희로 150,경상남도 창원시 진해구 경화동 1007-14,142,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.147177,128.6851451,2020-09-02,5670000,경상남도 창원시
418-1-000005,중원로타리 ~ 진해역,공영,노상,경상남도 창원시 진해구 충장로168번길 3,경상남도 창원시 진해구 충무동 55-1,80,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15176406,128.670664,2020-09-02,5670000,경상남도 창원시
418-1-000001,중원로타리 ~ 탑산입구,공영,노상,경상남도 창원시 진해구 편백로,경상남도 창원시 진해구 통신동 9,20,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.149242,128.660428,2020-09-02,5670000,경상남도 창원시
418-1-000013,남흥아파트 주변,공영,노상,경상남도 창원시 진해구 해원로 3,경상남도 창원시 진해구 이동 418-1,28,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15328897,128.6944801,2020-09-02,5670000,경상남도 창원시
418-2-000136,용원구검문소 근처,공영,노외,경상남도 창원시 진해구 가주로15번길,경상남도 창원시 진해구 가주동 180-23,17,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.103583,128.837348,2020-09-02,5670000,경상남도 창원시
418-2-000066,경화동사무소주차장,공영,노외,경상남도 창원시 진해구 경화로8번길,경상남도 창원시 진해구 경화동 106-1,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15421247,128.686623,2020-09-02,5670000,경상남도 창원시
418-2-000055,태백고가다리근처,공영,노외,경상남도 창원시 진해구 경화로 중초로,경상남도 창원시 진해구 경화동 1132-1,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.157126,128.6807128,2020-09-02,5670000,경상남도 창원시
418-2-000063,태백동공영주차장,공영,노외,경상남도 창원시 진해구 경화로 중초로,경상남도 창원시 진해구 경화동 1132-7,31,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15712664,128.680863,2020-09-02,5670000,경상남도 창원시
418-2-000068,경화공영주차장(옥포상가근처),공영,노외,경상남도 창원시 진해구 진해대로 624번길,경상남도 창원시 진해구 경화동 1138-5,45,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.157176,,2020-09-02,5670000,경상남도 창원시
418-2-000059,태백7통공영주차장,공영,노외,경상남도 창원시 진해구 태백로 13번길,경상남도 창원시 진해구 경화동 1139-5,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,,128.676191,2020-09-02,5670000,경상남도 창원시
418-2-000057,태백동공영주차장,공영,노외,경상남도 창원시 진해구 태백로,경상남도 창원시 진해구 경화동 1141-19,5,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.155522,128.677206,2020-09-02,5670000,경상남도 창원시
418-2-000052,태백동임시주차장,공영,노외,경상남도 창원시 진해구 충장로 235번길,경상남도 창원시 진해구 경화동 1141-3,38,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.156044,128.677397,2020-09-02,5670000,경상남도 창원시
418-2-000056,태백임시주차장옆,공영,노외,경상남도 창원시 진해구 충장로 245번길,경상남도 창원시 진해구 경화동 1142-20,13,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.156389,128.678519,2020-09-02,5670000,경상남도 창원시
418-2-000050,중초공영주차장,공영,노외,경상남도 창원시 진해구 충장로 263번길,경상남도 창원시 진해구 경화동 1148-21,21,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,,128.680519,2020-09-02,5670000,경상남도 창원시
418-2-000062,중부시장 공영주차장,공영,노외,경상남도 창원시 진해구 충장로 263번길,경상남도 창원시 진해구 경화동 1163-6,24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.154429,128.680863,2020-09-02,5670000,경상남도 창원시
418-2-000080,경화동공영주차장,공영,노외,경상남도 창원시 진해구 충장로 285번길,경상남도 창원시 진해구 경화동 1165-21,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.154832,128.683028,2020-09-02,5670000,경상남도 창원시
418-2-000079,경화동공영주차장,공영,노외,경상남도 창원시 진해구 경화로 7번길,경상남도 창원시 진해구 경화동 1167-3,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.154483,128.682509,2020-09-02,5670000,경상남도 창원시
418-2-000053,태백로공영주차장,공영,노외,경상남도 창원시 진해구 태백로 11번길,경상남도 창원시 진해구 경화동 1170-4,13,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.153133,128.675649,2020-09-02,5670000,경상남도 창원시
418-2-000061,태백동공영주차장(진양아파트옆),공영,노외,경상남도 창원시 진해구 충장로 235번길,경상남도 창원시 진해구 경화동 1172-13,19,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.153471,128.678078,2020-09-02,5670000,경상남도 창원시
418-2-000069,경화역근처공영주차장,공영,노외,경상남도 창원시 진해구 조천로 7번길,경상남도 창원시 진해구 경화동 1175-1,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15895076,128.6831985,2020-09-02,5670000,경상남도 창원시
418-2-000067,경화공영주차장(동사무소옆),공영,노외,경상남도 창원시 진해구 경화로 7번길,경상남도 창원시 진해구 경화동 134-1,25,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.154207,128.685119,2020-09-02,5670000,경상남도 창원시
222-1-000010,진접 노상제3,공영,노상,경기도 남양주시 진접읍 장현천로 19,경기도 남양주시 진접읍 장현리 288-1(장현 농협건너편),43,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,,,남양주도시공사 주차관리팀,031-560-1212,37.7183452,127.1840364,2017-04-18,B552094,남양주도시공사
222-1-000011,금곡 노상제6,공영,노상,경기도 남양주시 홍유릉로248번길 21,경기도 남양주시 금곡동 651-5(다남프라자 앞),15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,,,남양주도시공사 주차관리팀,031-560-1212,37.6268483,127.2020851,2017-04-18,B552094,남양주도시공사
222-1-000012,지금 노상제1,공영,노상,,경기도 남양주시 가운동 707,19,1,요일제,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,250,7000,70000,현금,"경차 60프로, 장애인 차량 50프로 할인남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",제일파킹,,37.6047823,127.156391,2017-04-18,B552094,남양주도시공사
222-1-000013,진접 노상제2,공영,노상,,"경기도 남양주시 진접읍 팔야리 788-3,786-8,781-1(팔야리 종점인근)",37,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,,,남양주도시공사 주차관리팀,031-560-1212,,,2017-04-18,B552094,남양주도시공사
224-2-000006,정왕역,공영,노외,,경기도 시흥시 정왕동 876-366(정왕역),81,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000007,정왕역1,공영,노외,,경기도 시흥시 정왕동 2318-2(시립어린이),24,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000008,장곡농협,공영,노외,,경기도 시흥시 장곡동 812-1(장곡1),36,3,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,300,10,100,12,3000,30000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000009,장곡중앙,공영,노외,,경기도 시흥시 장곡동 819-1(장곡2),66,3,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,300,10,100,12,3000,30000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000010,대야포도탑,공영,노외,,경기도 시흥시 대야동 568-3(대야1),58,3,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,300,10,100,12,3000,30000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000011,복지로1,공영,노외,,경기도 시흥시 대야동 528-1(대야2),75,2,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000012,복지로2,공영,노외,,경기도 시흥시 대야동 528-3(대야3),73,2,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000013,대야상업1,공영,노외,경기도 시흥시 비둘기공원5길 3(대야동),경기도 시흥시 대야동 533(대야4),150,2,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,37.4436111650,126.7911134241,2020-12-07,4010000,경기도 시흥시
224-2-000014,대야상업2,공영,노외,경기도 시흥시 비둘기공원6길 22(대야동),경기도 시흥시 대야동 539(대야5),205,2,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,37.4419688710,126.7905945640,2020-12-07,4010000,경기도 시흥시
224-2-000015,대야파출소,공영,노외,경기도 시흥시 복지로43번길 35,경기도 시흥시 대야동 494(대야6),82,3,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,300,10,100,12,3000,30000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,37.4443922015,126.7854509118,2020-12-07,4010000,경기도 시흥시
224-2-000016,신천역,공영,노외,경기도 시흥시 신천천동로 2,경기도 시흥시 신천동 803(신천천),221,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,37.4396900062,126.7864033553,2020-12-07,4010000,경기도 시흥시
224-2-000017,시청후문,공영,노외,,경기도 시흥시 장현동 300(장현1),46,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,37.3804222348,126.8040652159,2020-12-07,4010000,경기도 시흥시
224-2-000018,새재,공영,노외,경기도 시흥시 새재로17번길 1(장현동),경기도 시흥시 장현동 543-2(장현2),52,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,37.3809444267,126.8020386960,2020-12-07,4010000,경기도 시흥시
224-2-000019,산림조합,공영,노외,,경기도 시흥시 장현동 546-3(장현3),50,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000020,하상공원,공영,노외,,경기도 시흥시 하상동 376-4(하상1),26,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000021,시흥고,공영,노외,,경기도 시흥시 하상동 379(하상2),33,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000022,하중농협,공영,노외,,경기도 시흥시 하중동 852-5(하중2),42,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000023,국민체육센터,공영,노외,,경기도 시흥시 하중동 866-1(하중3),29,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000024,성마루공원,공영,노외,,경기도 시흥시 하중동 876(하중4),29,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000025,거모중앙,공영,노외,,경기도 시흥시 거모동 1725-1(거모1),86,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
224-2-000026,목감1,공영,노외,,경기도 시흥시 조남동 698,34,2,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,500,10,200,12,5000,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,,,2020-12-07,4010000,경기도 시흥시
178-2-000064,오치1동주민센터,공영,노외,광주광역시 북구 우치로274번길 48(오치동),광주광역시 북구 오치동 941-2,19,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.18910416,126.9081312,2020-12-20,3620000,광주광역시 북구
178-2-000065,오치2동주민센터,공영,노외,광주광역시 북구 서하로183번길 29(오치동),광주광역시 북구 오치동 861-6,18,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.19004634,126.9004838,2020-12-20,3620000,광주광역시 북구
178-2-000066,석곡동주민센터,공영,노외,광주광역시 북구 석곡로 634(망월동),광주광역시 북구 망월동 668-3,14,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.21501557,126.9500443,2020-12-20,3620000,광주광역시 북구
178-2-000067,건국동주민센터,공영,노외,광주광역시 북구 본촌마을길 25(본촌동),광주광역시 북구 본촌동 378-1,19,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.22294676,126.8816343,2020-12-20,3620000,광주광역시 북구
178-2-000068,양산동주민센터,공영,노외,광주광역시 북구 양산택지로 32(양산동),광주광역시 북구 양산동 1019-1,8,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.20916495,126.8796423,2020-12-20,3620000,광주광역시 북구
178-2-000069,신안동 공영주차장,공영,노외,광주광역시 북구 신안동 120-2외 1필지,광주광역시 북구 신안동 120-2외 1필지,19,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,700,15,350,240,8000,88000,현금,민간위탁,광주광역시 북구청,062-410-8106,35.164144,126.905295,2020-12-20,3620000,광주광역시 북구
178-2-000070,삼각동 일곡엘리체 공영주차장,공영,노외,광주광역시 북구 삼각동 837,광주광역시 북구 삼각동 837,46,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.19674368,126.8981828,2020-12-20,3620000,광주광역시 북구
178-2-000071,본촌동 공영주차장,공영,노외,광주광역시 북구 용두택지로 66(본촌동),광주광역시 북구 본촌동 2931,28,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.21652283,126.8788846,2020-12-20,3620000,광주광역시 북구
178-2-000072,유동 쌈지,공영,노외,광주광역시 북구 유동 103-4,광주광역시 북구 유동 103-4,8,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.160841,126.905949,2020-12-20,3620000,광주광역시 북구
178-2-000073,본촌동 쌈지주차장,공영,노외,광주광역시 북구 본촌동 3034,광주광역시 북구 유동 103-4,7,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.16083147,126.9059242,2020-12-20,3620000,광주광역시 북구
